price,area,psf,kind,address,society,bhk,config,avail,date
5700000,864,6598,"Super built-up  Area
                    ",in Dombivli (East),Lodha Casa Bella,2 BHK ,2 Baths,Ready To Move,2019-05-12
11000000,1300,8462,"Built-up  Area
                    ",in Mira Road East,Drashti Shanti Garden,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
19300000,1150,16782,"Super built-up  Area
                    ",in Goregaon (East),,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
7200000,685,10510,"Super built-up  Area
                    ",in Bhandup (West),Marvel Gold,1 BHK ,2 Baths,Possession in Dec  2021,2019-05-12
11500000,679,16937,"Built-up  Area
                    ",in Tilak Nagar,Sankalp Shree Sainath CHS,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
7700000,1256,6131,"Super built-up  Area
                    ",in Panvel,Indiabulls Greens,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
16500000,651,25346,"Super built-up  Area
                    ",in Goregaon (East),Lalani Grandeur,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
6260000,640,9782,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
30000000,1170,25641,"Carpet  Area
                    ",in Seawoods,L And T Seawoods Residences,3 BHK ,,New Launch,2019-05-12
18500000,1165,15880,"Built-up  Area
                    ",in Lokhandwala Kandivali East,Lokhandwala Whispering Palms Xxclusives,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
5400000,660,8182,"Super built-up  Area
                    ",in Sector 17 Ulwe,Space Galaxy,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6320000,640,9875,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
2574000,715,3600,"Super built-up  Area
                    ",in Nalasopara (West),MAAD Nakoda Heights,2 BHK ,4 Baths,Ready To Move,2019-05-12
36900000,1754,21038,"Super built-up  Area
                    ",in Ghatkopar West,Wadhwa Boulevard,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
4500000,900,5000,"Built-up  Area
                    ",in Ambernath,,2 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
18400000,668,27600,"Carpet  Area
                    ",in Powai,Kanakia Codename Future,2 BHK ,2 Baths,Possession in Jul  2024,2019-05-12
7800000,619,12601,"Super built-up  Area
                    ",in Dahisar (East),,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-12
10500000,1100,9546,"Super built-up  Area
                    ",in Manpada,Soham Gardens,2 BHK ,2 Baths,Ready To Move,2019-05-12
10000000,664,15061,"Super built-up  Area
                    ",in Kandivali (East),SD Sienna,1 BHK ,1 Bath,Possession in Dec  2022,2019-05-12
6310000,640,9860,"Super built-up  Area
                    ",in Mira Road,Unique Poonam Estate Cluster 1,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
5900000,1026,5751,"Super built-up  Area
                    ",in Dombivli (East),Lodha Lakeshore Greens,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
14000000,1150,12174,"Built-up  Area
                    ",in Majiwada,Rustomjee Azziano,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
22000000,1435,15331,"Super built-up  Area
                    ",in Goregaon (East),DB Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
8100000,1010,8020,"Super built-up  Area
                    ",in Mira Bhayandar,M M Mahadevshree,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
30000000,1737,17272,"Super built-up  Area
                    ",in Wadala,Lodha New Cuffe Parade,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
2900000,300,9667,"Super built-up  Area
                    ",in Mira Bhayandar,Buddha Ozone 2 and 3, 1 RK ,1 Bath,Ready To Move,2019-05-12
6300000,740,8514,"Super built-up  Area
                    ",in Sector-9 Ulwe,,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
229500000,4500,51000,"Super built-up  Area
                    ",in Khar West,,4 BHK ,"5 Baths, 3+ Balconies",Ready To Move,2019-05-12
3200000,721,4438,"Super built-up  Area
                    ",in Vasai East,RNA NG Shree Ram Van,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
6100000,710,8592,"Super built-up  Area
                    ",in Mira Road East,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
6500000,788,8249,"Super built-up  Area
                    ",in Mira Road East,RNA NG Silver Spring,1 BHK ,"2 Baths, 2 Balconies",Possession in Nov  2019,2019-05-12
8200000,1050,7809,"Super built-up  Area
                    ",in Mira Road,Star Hibiscus Heights,2 BHK ,"2 Baths, 3+ Balconies",Possession in Dec  2023,2019-05-12
15000000,1050,14285,"Super built-up  Area
                    ",in Malad (West),Vora Centrico,2 BHK ,2 Baths,Possession in Dec  2020,2019-05-12
230000000,2650,86793,"Super built-up  Area
                    ",in Worli Seaface,Godrej Bayview,3 BHK ,"4 Baths, 1 Balcony",Ready To Move,2019-05-12
6100000,625,9760,"Super built-up  Area
                    ",in Kasar vadavali,Puranik City Phase 3,1 BHK ,2 Baths,Ready To Move,2019-05-12
7000000,700,10000,"Super built-up  Area
                    ",in Kasar vadavali,Rosa Gardenia,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
7400000,999,7407,"Super built-up  Area
                    ",in Mira Road East,RNA NG Vibrancy,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
8467000,1120,7560,"Super built-up  Area
                    ",in Mira Road East,Unique Orbit,2 BHK ,"2 Baths, 3+ Balconies",Possession in Sep  2019,2019-05-12
5800000,668,8683,"Super built-up  Area
                    ",in Kharghar,MK Dev Solitaire,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
9200000,890,10338,"Super built-up  Area
                    ",in kavesar,Vijay Vilas,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
7393000,999,7400,"Super built-up  Area
                    ",in Mira Road East,RNA NG Silver Spring,2 BHK ,"2 Baths, 3+ Balconies",Possession in Sep  2019,2019-05-12
7493000,999,7500,"Super built-up  Area
                    ",in Mira Road East,RNA NG Silver Spring,2 BHK ,"2 Baths, 3+ Balconies",Possession in Sep  2019,2019-05-12
5831000,788,7400,"Super built-up  Area
                    ",in Mira Road East,RNA NG Silver Spring,1 BHK ,"2 Baths, 3 Balconies",Possession in Sep  2019,2019-05-12
27500000,1498,18358,"Super built-up  Area
                    ",in Mahavir Nagar,NHP Anshul Heights,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
3925000,675,5815,"Super built-up  Area
                    ",in Dombivli (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
11000000,620,17741,"Super built-up  Area
                    ",in Thakur Village,,1 BHK ,1 Bath,Ready To Move,2019-05-12
18500000,1850,10000,"Super built-up  Area
                    ",in Sector 10 Kharghar,Ravechi La Vista,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
5500000,635,8662,"Super built-up  Area
                    ",in Sector-5 Kharghar,Regency Park CHS,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
28000000,1550,18065,"Super built-up  Area
                    ",in Wadala East,Lodha Enchante,2 BHK ,2 Baths,Ready To Move,2019-05-12
3300000,1040,3174,"Built-up  Area
                    ",in Bhiwandi,Archana Tarangan,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
10500000,640,16407,"Super built-up  Area
                    ",in Marol,NG Complex,1 BHK ,2 Baths,Ready To Move,2019-05-12
11500000,686,16789,"Super built-up  Area
                    ",in Marol,,1 BHK ,2 Baths,Ready To Move,2019-05-12
11500000,685,16789,"Super built-up  Area
                    ",in Marol,,1 BHK ,2 Baths,Ready To Move,2019-05-12
5500000,800,6875,"Super built-up  Area
                    ",in Mira Road East,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
6900000,635,10867,"Super built-up  Area
                    ",in Hiranandani Estate,Bhoomi Acres,1 BHK ,2 Baths,Ready To Move,2019-05-12
72500000,1225,59180,"Super built-up  Area
                    ",in Napean Sea Road,Mittal Dariya Mahal,2 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
2600000,693,3751,"Super built-up  Area
                    ",in Ambernath,Patel RPL Jainam Residency,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
11000000,644,17081,"Super built-up  Area
                    ",in Marol,NG Complex,1 BHK ,2 Baths,Ready To Move,2019-05-12
24000000,1531,15676,"Super built-up  Area
                    ",in Powai,GHP Trinity,2 BHK ,2 Baths,Ready To Move,2019-05-12
22000000,700,31429,"Carpet  Area
                    ",in Chembur (East),,2 BHK ,2 Baths,Ready To Move,2019-05-12
15400000,690,22318,"Carpet  Area
                    ",in Kandivali (East),,2 BHK ,2 Baths,Ready To Move,2019-05-12
4500000,760,5922,"Built-up  Area
                    ",in Dombivli (East),,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
11000000,1500,7334,"Built-up  Area
                    ",in Dombivli (East),Swaminarayan City,3 BHK ,"3 Baths, 2 Balconies",Possession in Dec  2022,2019-05-12
12500000,1650,7576,"Super built-up  Area
                    ",in Ulwe,Bombay Kritika Jewels,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
16000000,1000,16000,"Super built-up  Area
                    ",in Naupada,,2 BHK ,2 Baths,Ready To Move,2019-05-12
35900000,2450,14653,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Lokhandwala Whispering Palms Xxclusives,4 BHK ,"5 Baths, 2 Balconies",Ready To Move,2019-05-12
47500000,3002,15823,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,4 BHK ,"4 Baths, 3 Balconies",Ready To Move,2019-05-12
23500000,951,24711,"Carpet  Area
                    ",in Goregaon (East),,3 BHK ,3 Baths,Ready To Move,2019-05-12
2400000,625,3840,"Built-up  Area
                    ",in Ambernath,Mahavir Shiv Park,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
12000000,1100,10910,"Super built-up  Area
                    ",in Sector 11 Koparkhairane,Marvel Shanti Heights,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4600000,650,7076,"Super built-up  Area
                    ",in Sector 21 Kamothe,Sai Pride,1 BHK ,"1 Bath, 3+ Balconies",Ready To Move,2019-05-12
7200000,650,11076,"Super built-up  Area
                    ",in Sector-5 Kharghar,Regency Park CHS,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
33000000,2120,15567,"Super built-up  Area
                    ",in Gokuldham,JP Decks,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
4500000,1050,4286,"Super built-up  Area
                    ",in Ulhasnagar,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
19500000,1100,17728,"Super built-up  Area
                    ",in Andheri (West),Mumbai Andheri Ekta,2 BHK ,2 Baths,Ready To Move,2019-05-12
29000000,1250,23200,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Woods,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6800000,625,10880,"Super built-up  Area
                    ",in Dhokali,Runwal Garden City,1 BHK ,1 Bath,Ready To Move,2019-05-12
7500000,660,11364,"Super built-up  Area
                    ",in Dhokali,Siddhi Highland Gardens,1 BHK ,1 Bath,Ready To Move,2019-05-12
13000000,970,13403,"Super built-up  Area
                    ",in Goregaon (East),Mantri Park,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
2575000,650,3961,"Super built-up  Area
                    ",in Virar West,Parasnath Parshwa Heights,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
11000000,1375,8000,"Super built-up  Area
                    ",in Kharghar,Fortune Classique,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-12
13500000,1250,10800,"Super built-up  Area
                    ",in kavesar,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
33000000,2392,13796,"Super built-up  Area
                    ",in Bhandup (West),DSS Mahavir Universe Phoenix,4 BHK ,4 Baths,Ready To Move,2019-05-12
15000000,1750,8572,"Super built-up  Area
                    ",in Kharghar,,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
7600000,805,9441,"Super built-up  Area
                    ",in Sector 20 Kharghar,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-12
36500000,2050,17805,"Super built-up  Area
                    ",in Thakur Village,Sea Princess Gundecha Trillium,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
4050000,640,6328,"Super built-up  Area
                    ",in Dombivli (East),Lodha Casa Bella Gold,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
7500000,1098,6831,"Super built-up  Area
                    ",in Dombivli (East),Lodha Casa Bella Gold,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
8500000,492,17277,"Carpet  Area
                    ",in Manpada,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
7000000,373,18767,"Carpet  Area
                    ",in Manpada,Runwal Pearl,1 BHK ,1 Bath,Ready To Move,2019-05-12
4200000,650,6461,"Super built-up  Area
                    ",in Tisgao Naka,,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
16500000,1030,16020,"Super built-up  Area
                    ",in Kandivali (East),Shapoorji Pallonji Astron,2 BHK ,2 Baths,Possession in Sep  2021,2019-05-12
11900000,1018,11690,"Super built-up  Area
                    ",in Samata Nagar,Dosti Vihar,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
14500000,1550,9355,"Super built-up  Area
                    ",in Sector 10 Kharghar,Aryan Land Breeze,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
7000000,1050,6667,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6800000,1050,6477,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
50000000,2300,21740,"Super built-up  Area
                    ",in Malad (West),,5 BHK ,"5 Baths, 1 Balcony",Ready To Move,2019-05-12
4800000,575,8348,"Super built-up  Area
                    ",in Kalyan (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
3451000,1000,3451,"Super built-up  Area
                    ",in Virar West,Rustomjee Global City,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
3575000,990,3612,"Super built-up  Area
                    ",in Virar West,Rustomjee Global City,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
19500000,1100,17728,"Super built-up  Area
                    ",in Mulund (West),Atmosphere,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
17500000,1300,13461,"Super built-up  Area
                    ",in Sector-2 Kopar Khairane,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
9800000,1210,8100,"Super built-up  Area
                    ",in Kharghar,Tharwani Riviera,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
9000000,909,9901,"Super built-up  Area
                    ",in Ghodbunder Road,Puraniks Rumah Bali,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
16000000,1080,14815,"Super built-up  Area
                    ",in Kandivali (East),Godrej Tranquil,2 BHK ,2 Baths,Possession in Jun  2022,2019-05-12
7000000,1050,6667,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
16900000,1030,16360,"Super built-up  Area
                    ",in Kandivali (East),Shapoorji Pallonji Astron,2 BHK ,2 Baths,Possession in Sep  2021,2019-05-12
4800000,675,7112,"Built-up  Area
                    ",in Sector-9 Ulwe,,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
12000000,1350,8889,"Built-up  Area
                    ",in Kasar vadavali,,3 BHK ,3 Baths,Ready To Move,2019-05-12
5000000,950,5263,"Super built-up  Area
                    ",in Virar West,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
10800000,850,12706,"Built-up  Area
                    ",in Thakur Village,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
5200000,600,8667,"Super built-up  Area
                    ",in Sector 10 Kharghar,Peace Villa,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
12000000,1040,11538,"Carpet  Area
                    ",in Ghansoli,Shakti Aura,2 BHK ,,New Launch,2019-05-12
9400000,645,14574,"Super built-up  Area
                    ",in Kandivali (West),Sai Dham Complex,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
8100000,990,8182,"Super built-up  Area
                    ",in Kasar vadavali,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
16299999,1480,11014,"Super built-up  Area
                    ",in Manpada,Acme Ozone,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
9000000,1125,8000,"Super built-up  Area
                    ",in Sector-9 Ulwe,Bhagwati Hari Darshan,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
3265999,680,4802,"Super built-up  Area
                    ",in Virar West,Bachraj Landmark,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
5000000,600,8334,"Super built-up  Area
                    ",in Sector 10 Kharghar,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
5200000,637,8164,"Super built-up  Area
                    ",in Sector 10 Kharghar,Shree Swastik Apartment,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
8100000,960,8438,"Super built-up  Area
                    ",in Kasar vadavali,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
16900000,1050,16408,"Super built-up  Area
                    ",in Kandivali (East),Shapoorji Pallonji Astron,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-12
12000000,1341,8949,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
6000000,676,8876,"Built-up  Area
                    ",in Roadpali,Shagun Residency,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
5300000,1085,4885,"Super built-up  Area
                    ",in Taloja,Dhwisha Classic Tower,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
7000000,685,10219,"Built-up  Area
                    ",in Virar West,,3 BHK ,2 Baths,Ready To Move,2019-05-12
11900000,1520,7829,"Super built-up  Area
                    ",in Mira Bhayandar,Arkade Art,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-12
3000000,680,4412,"Super built-up  Area
                    ",in Badlapur (West),,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
18000000,1065,16901,"Super built-up  Area
                    ",in Powai,Srishti Harmony 3,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
6000000,1038,5780,"Super built-up  Area
                    ",in Taloja,Imperial Crest,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
190000000,98010.0,1938.5776859504133,"Plot  Area
                    ",in Vaje,,4 Bedroom ,4 Baths,Ready To Move,2019-05-12
7200000,950,7579,"Built-up  Area
                    ",in Mira Road,Star Premier Sea View,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
28000000,2100,13334,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
19000000,880,21590,"Carpet  Area
                    ",in Kandivali (West),,3 BHK ,3 Baths,Ready To Move,2019-05-12
3900000,830,4699,"Super built-up  Area
                    ",in Badlapur (West),,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
10000000,950,10526,"Built-up  Area
                    ",in Dhokali,,2 BHK ,2 Baths,Ready To Move,2019-05-12
9000000,1020,8824,"Super built-up  Area
                    ",in Sector-9 Ulwe,Skyline Infra Sky Avenue,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4100000,675,6075,"Super built-up  Area
                    ",in Sector-18 Ulwe,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
12500000,1385,9026,"Super built-up  Area
                    ",in Sector 10 Kharghar,Ravechi La Vista,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
17700000,1050,16858,"Super built-up  Area
                    ",in Goregaon (West),Poddar Samadhan,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
9500000,1200,7917,"Super built-up  Area
                    ",in Sector-35G Kharghar,Nisarg Hyde Park,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
14500000,670,21641,"Super built-up  Area
                    ",in Chembur,,1 BHK ,2 Baths,Ready To Move,2019-05-12
6500000,621,10467,"Super built-up  Area
                    ",in Ghodbunder Road,Rajaram Sukur Enclave,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
1972000,380,5189,"Built-up  Area
                    ",in Dombivli (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
12000000,650,18461,"Super built-up  Area
                    ",in Wadala,Emgee Greens,1 BHK ,1 Bath,Ready To Move,2019-05-12
5100000,667,7647,"Super built-up  Area
                    ",in Sector 17 Ulwe,Krishna Residency,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
15500000,730,21233,"Super built-up  Area
                    ",in Wadala,Lodha New Cuffe Parade,1 BHK ,1 Bath,Ready To Move,2019-05-12
5500000,575,9566,"Super built-up  Area
                    ",in Owale,Raunak Delight,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
3700000,765,4836,"Super built-up  Area
                    ",in Vasai East,Shantee Sunshine Hills,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
4500000,720,6250,"Super built-up  Area
                    ",in Sector 17 Ulwe,Dream Maple,1 BHK ,"1 Bath, 3+ Balconies",Ready To Move,2019-05-12
3800000,760,5000,"Super built-up  Area
                    ",in Vasai East,Evershine City,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
7000000,630,11112,"Super built-up  Area
                    ",in Borivali (East),Ariana Residency,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-12
5200000,650,8000,"Super built-up  Area
                    ",in Mira Bhayandar,,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
20000000,930,21506,"Super built-up  Area
                    ",in Powai,GHP Powai Vihar Complex,2 BHK ,2 Baths,Ready To Move,2019-05-12
18500000,1190,15547,"Super built-up  Area
                    ",in Bhandup (West),Kalpataru Crest,2 BHK ,2 Baths,Ready To Move,2019-05-12
19000000,1360,13971,"Super built-up  Area
                    ",in Kamothe,Balaji Bhakti,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-12
3650000,490,7449,"Carpet  Area
                    ",in Nilje Gaon,,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
5500000,514,10701,"Built-up  Area
                    ",in Bhayander (West),,1 BHK ,"1 Bath, 1 Balcony",Ready To Move,2019-05-12
24500000,1415,17315,"Super built-up  Area
                    ",in Kandivali (East),Sheth Vasant Pride,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
10900000,687.93,15866,"Carpet  Area
                    ",in Manpada,Acme Ozone,2 BHK ,2 Baths,Possession in Nov  2021,2019-05-12
9500000,580,16379,"Super built-up  Area
                    ",in Thakur Village,Evershine Millennium Paradise,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
18000000,900,20000,"Super built-up  Area
                    ",in Vakola,Bhavya Heights CHS,2 BHK ,2 Baths,Ready To Move,2019-05-12
26000000,1400,18572,"Super built-up  Area
                    ",in Wadala,Lodha New Cuffe Parade,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
8200000,1080,7592,"Super built-up  Area
                    ",in Vijay Park,Orbit Jewel Residency,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
7300000,720,10139,"Super built-up  Area
                    ",in Ghodbunder Road,Signature Residency,1 BHK ,"1 Bath, 3+ Balconies",Ready To Move,2019-05-12
10000000,620,16129,"Super built-up  Area
                    ",in Powai,GHP Pluto,1 BHK ,2 Baths,Ready To Move,2019-05-12
5330000,711,7497,"Super built-up  Area
                    ",in Mira Road East,JP North,1 BHK ,"2 Baths, 3 Balconies",Possession in Dec  2021,2019-05-12
7500000,1045,7177,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
10600000,442,24000,"Carpet  Area
                    ",in Chembur (East),Safal Shree Saraswati,1 BHK ,1 Bath,Ready To Move,2019-05-12
4865000,720,6756,"Super built-up  Area
                    ",in Mira Road East,Sahakar Premier,1 BHK ,"2 Baths, 2 Balconies",Possession in Mar  2020,2019-05-12
5500000,500,11000,"Super built-up  Area
                    ",in Dahisar (East),Rohan Gruh Shree Suryodaya,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
6700000,600,11166,"Super built-up  Area
                    ",in Dahisar (East),,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
19000000,1100,17273,"Super built-up  Area
                    ",in Mindspace,Celestia Heights,2 BHK ,2 Baths,Ready To Move,2019-05-12
4500000,820,5487,"Built-up  Area
                    ",in Dombivli (East),Vedant Orchid Residency,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
6790000,814,8342,"Super built-up  Area
                    ",in Ghodbunder Road,Godrej Emerald,1 BHK ,1 Bath,Possession in Jun  2022,2019-05-12
5800000,918,6319,"Super built-up  Area
                    ",in Dombivli (East),Lodha Casa Bella,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-12
13000000,950,13685,"Super built-up  Area
                    ",in Malad (East),,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
3350000,650,5153,"Super built-up  Area
                    ",in Virar West,Sunshine Solaris,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
3650000,681,5359,"Super built-up  Area
                    ",in Virar West,Bachraj Landmark,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
5500000,675,8149,"Super built-up  Area
                    ",in Ulwe,Prathmesh Paradise,1 BHK ,"1 Bath, 3 Balconies",Ready To Move,2019-05-12
8800000,911,9660,"Super built-up  Area
                    ",in Sector 20 Kharghar,Haware Splendor,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8400000,775,10839,"Super built-up  Area
                    ",in Sector 20 Kharghar,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
8500000,1120,7589,"Super built-up  Area
                    ",in Gandhar Nagar,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
2600000,600,4334,"Super built-up  Area
                    ",in Virar West,Rustomjee Global City,1 BHK ,"1 Bath, 2 Balconies",Ready To Move,2019-05-12
23000000,950,24211,"Super built-up  Area
                    ",in Andheri (West),S K Chitralekha,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-12
17200000,1230,13984,"Super built-up  Area
                    ",in Sector-50 Seawoods,Juhi Greens,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-12
29000000,1850,15675,"Built-up  Area
                    ",in Hiranandani Estate,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-12
23000000,2235,10291,"Built-up  Area
                    ",in Mira Road,,4 BHK ,"4 Baths, 3+ Balconies",Ready To Move,2019-05-12
