price,area,psf,kind,address,society,bhk,config,avail,date
14600000,970,15000,"Super built-up  Area
                    ",in Chembur (East),Safal Sai,2 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
10000000,664,15000,"Super built-up  Area
                    ",in Chembur (East),Safal Sai,1 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
1900000,525,3620,"Super built-up  Area
                    ",in Bolinj,,1 BHK ,1 Bath,Ready To Move,2019-05-24
24400000,975.96,25000,"Carpet  Area
                    ",in Mulund (West),Transcon Tirumala Habitats,3 BHK ,3 Baths,Ready To Move,2019-05-24
4000000,689,None,"Carpet  Area
                    ",in Shahapur,Euro Ville,2 Bedroom ,2 Baths,Possession in Dec  2021,2019-05-24
31000000,1250,24800,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Woods,2 BHK ,2 Baths,Ready To Move,2019-05-24
34500000,1250,27600,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Woods,2 BHK ,2 Baths,Ready To Move,2019-05-24
9000000,674.9,13335,"Carpet  Area
                    ",in Ghodbunder Road,Dynamix Parkwoods,2 BHK ,2 Baths,Ready To Move,2019-05-24
12500000,618.17,20226,"Carpet  Area
                    ",in Malad (East),Shiv Shakti Tower 28,2 BHK ,2 Baths,Possession in Jun  2021,2019-05-24
34600000,1152,30000,"Carpet  Area
                    ",in Andheri (East),Satellite Glory,3 BHK ,3 Baths,Ready To Move,2019-05-24
8668000,732,11841,"Carpet  Area
                    ",in Panvel,Arihant Aspire,2 BHK ,2 Baths,Possession in Dec  2025,2019-05-24
6000000,485,12371,"Carpet  Area
                    ",in Panvel,Arihant Aspire, 1 RK ,1 Bath,Possession in Dec  2025,2019-05-24
22000000,1665,13214,"Built-up  Area
                    ",in kavesar,Soham Tropical Lagoon,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
11000000,1300,8462,"Super built-up  Area
                    ",in Sector-9 Ulwe,,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
10500000,1150,9131,"Super built-up  Area
                    ",in Vijay Nagari,,2 BHK ,2 Baths,Ready To Move,2019-05-24
13799999,1250,11040,"Super built-up  Area
                    ",in Manpada,,3 BHK ,3 Baths,Ready To Move,2019-05-24
18100000,668,27100,"Carpet  Area
                    ",in Powai,Kanakia Codename Future,2 BHK ,,Possession in Jul  2024,2019-05-24
19000000,1655,11481,"Super built-up  Area
                    ",in Manpada,Neelkanth Greens,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
7200000,1156,6228,"Super built-up  Area
                    ",in Panvel,Indiabulls Greens,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
7000000,680,10295,"Super built-up  Area
                    ",in Sector-50 Seawoods,Tulip Garden,1 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
6500000,635,10236,"Carpet  Area
                    ",in Kalyan (West),Guru Atman,2 BHK ,2 Baths,Ready To Move,2019-05-24
7100000,1070,6636,"Super built-up  Area
                    ",in Mira Road East,,2 BHK ,"2 Baths, 3+ Balconies",Possession in Jul  2022,2019-05-24
10400000,1024,10157,"Super built-up  Area
                    ",in Vartak Nagar,Puraniks Stella Grand Central,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
32500000,1188.87,27300,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,3 BHK ,3 Baths,Possession in Oct  2019,2019-05-24
34500000,1200,28750,"Super built-up  Area
                    ",in Goregaon (East),Oberoi Woods,3 BHK ,2 Baths,Ready To Move,2019-05-24
3350000,307,10912,"Carpet  Area
                    ",in Shilphata,Rudis Sunanda Circle,1 BHK ,1 Bath,Possession in Jun  2020,2019-05-24
9000000,1015,8867,"Super built-up  Area
                    ",in Mira Road,Raj Antila,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
2319000,258,8990,"Carpet  Area
                    ",in Dronagiri,Sai Majestica,1 BHK ,1 Bath,Possession in Dec  2023,2019-05-24
20200000,985,20508,"Super built-up  Area
                    ",in Powai,L and T Emerald Isle,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
4970000,710,7000,"Super built-up  Area
                    ",in Sector 22 Kamothe,Bhaveshwar Ravechi Height,1 BHK ,1 Bath,New Launch,2019-05-24
5800000,635,9134,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,2 BHK ,,Ready To Move,2019-05-24
8500000,880,9659,"Carpet  Area
                    ",in Dombivli (East),Lodha Palava City,3 BHK ,,Ready To Move,2019-05-24
22300000,1465,15222,"Super built-up  Area
                    ",in Mulund (West),Runwal Greens,3 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
11000000,1487,7398,"Super built-up  Area
                    ",in Kalyan (West),,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
4990000,525,9505,"Carpet  Area
                    ",in Shilphata,Bhoomi Lawns,2 BHK ,,Possession in Jun  2020,2019-05-24
4739000,347.57,13635,"Carpet  Area
                    ",in Kalamboli,SPH Royale,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
20500000,1291,15880,"Super built-up  Area
                    ",in Andheri (East),,2 BHK ,"2 Baths, 2 Balconies",Possession in Oct  2019,2019-05-24
22000000,1500,14667,"Super built-up  Area
                    ",in Kandivali (East),,3 BHK ,"3 Baths, 1 Balcony",Possession in Oct  2019,2019-05-24
5600000,660,8485,"Super built-up  Area
                    ",in Owale,Raunak Delight,1 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
6500000,656,None,"Carpet  Area
                    ",in Shilphata,Mukta Luxuria,3 BHK ,3 Baths,Possession in Jul  2022,2019-05-24
15300000,603,25373,"Carpet  Area
                    ",in Vikhroli (West),Blumen,2 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
15200000,1250,12120,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Lokhandwala Sapphire Heights,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
28400000,1374,20670,"Super built-up  Area
                    ",in Vikhroli (East),Godrej Platinum,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
9401000,1180,7967,"Super built-up  Area
                    ",in Sector-18 Ulwe,Lakhani Royale,2 BHK ,,New Launch,2019-05-24
11200000,521,21497,"Carpet  Area
                    ",in Thane West,Kalpataru Paramount,2 BHK ,2 Baths,Possession in Jul  2024,2019-05-24
21400000,1200,17833,"Carpet  Area
                    ",in Hiranandani Estate,Hiranandani Lake Enclave,3 BHK ,3 Baths,Possession in Oct  2024,2019-05-24
11299999,694,16281,"Carpet  Area
                    ",in Dahisar (East),Darvesh Horizon,3 BHK ,,Possession in Dec  2020,2019-05-24
25299999,916,27600,"Carpet  Area
                    ",in Powai,Kanakia Codename Future,3 BHK ,3 Baths,Possession in May  2024,2019-05-24
6048000,411.4,14700,"Carpet  Area
                    ",in Mira Bhayandar,Delta Woods,1 BHK ,,Possession in Sep  2022,2019-05-24
8832000,585.45,15085,"Carpet  Area
                    ",in Mira Bhayandar,Delta Woods,2 BHK ,,Possession in Sep  2022,2019-05-24
6768000,720,9400,"Super built-up  Area
                    ",in Ghodbunder Road,Lodha Splendora,1 BHK ,1 Bath,Ready To Move,2019-05-24
9158000,432,21200,"Carpet  Area
                    ",in Mulund (West),Piramal Revanta,1 BHK ,1 Bath,Possession in Sep  2022,2019-05-24
13899999,655,21200,"Carpet  Area
                    ",in Mulund (West),Piramal Revanta,2 BHK ,2 Baths,Possession in Sep  2022,2019-05-24
3803000,585,6500,"Super built-up  Area
                    ",in Sector 17 Ulwe,Amber Avighna, 1 RK ,1 Bath,Possession in Nov  2019,2019-05-24
8175000,1090,7500,"Super built-up  Area
                    ",in Sector 21 Ulwe,SM Chandrabhaga,2 BHK ,,Possession in Dec  2019,2019-05-24
45000000,1768,25452,"Carpet  Area
                    ",in Goregaon (East),DB Woods,4 BHK ,4 Baths,Ready To Move,2019-05-24
9708000,551,17618,"Carpet  Area
                    ",in Kolshet Road,Lodha Codename Crown Jewel,2 BHK ,,Possession in Sep  2022,2019-05-24
15500000,1550,10000,"Super built-up  Area
                    ",in Manpada,Acme Dandelia,3 BHK ,3 Baths,Ready To Move,2019-05-24
8766000,767,11429,"Carpet  Area
                    ",in Khadakpada,Tharwani Riverdale Vista,3 BHK ,3 Baths,Ready To Move,2019-05-24
6714000,373,18000,"Carpet  Area
                    ",in Borivali (East),Ariana Residency,1 BHK ,,Possession in Dec  2020,2019-05-24
47500000,2100,22620,"Built-up  Area
                    ",in Sector-4 Nerul,Wadhwa Palm Beach Residency,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-24
9926000,426,23300,"Carpet  Area
                    ",in Marol,Sheth Vasant Oasis,1 BHK ,1 Bath,Possession in Dec  2022,2019-05-24
6270000,330,19000,"Carpet  Area
                    ",in Malad (East),Sethia Imperial Avenue,1 BHK ,,Possession in Dec  2022,2019-05-24
7130000,395,18050,"Carpet  Area
                    ",in Goregaon (East),JE and VEE Om Trimurti,1 BHK ,,Possession in Dec  2022,2019-05-24
7500000,1125,6667,"Super built-up  Area
                    ",in Roadpali,Bhoomi Gardenia,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
5493000,366.19,15000,"Carpet  Area
                    ",in Kolshet Road,Lodha Amara,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
18200000,1140,16000,"Carpet  Area
                    ",in Thane West,One Indiabulls,3 BHK ,,Possession in Aug  2023,2019-05-24
32000000,1370,23358,"Super built-up  Area
                    ",in Powai,Lake Pleasant,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
9055000,386.64,23419,"Carpet  Area
                    ",in Pokhran-2,Ashar Edge,1 BHK ,,New Launch,2019-05-24
34800000,1740,20000,"Super built-up  Area
                    ",in Andheri (East),Lake Home Complex,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-24
4301000,729,5900,"Super built-up  Area
                    ",in Dombivli (East),Lodha Lakeshore Greens,1 BHK ,1 Bath,Ready To Move,2019-05-24
5300000,653,8116,"Super built-up  Area
                    ",in Kasar vadavali,KIPL Morya,1 BHK ,,Possession in Dec  2020,2019-05-24
14800000,890,16666,"Carpet  Area
                    ",in Kharghar,Adhiraj Capital City,3 BHK ,3 Baths,Possession in Dec  2021,2019-05-24
10500000,630,16666,"Carpet  Area
                    ",in Kharghar,Adhiraj Capital City,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
26500000,1340,19777,"Super built-up  Area
                    ",in Lok Milan Colony,Srishti Synchronicity,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
15200000,1785,8500,"Super built-up  Area
                    ",in Kharghar,Paradise Sai World Empire,3 BHK ,3 Baths,Possession in Oct  2022,2019-05-24
10500000,1240,8500,"Super built-up  Area
                    ",in Kharghar,Paradise Sai World Empire,2 BHK ,2 Baths,Possession in Oct  2022,2019-05-24
7100000,395,17974,"Carpet  Area
                    ",in Goregaon (East),JE and VEE Om Trimurti,1 BHK ,,Possession in Dec  2022,2019-05-24
85000000,3195,26605,"Super built-up  Area
                    ",in Goregaon (East),Lodha Fiorenza,4 BHK ,"4 Baths, 3 Balconies",Ready To Move,2019-05-24
7100000,850,8353,"Super built-up  Area
                    ",in Bevarly Park,RMP Vandana Heights,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
10000000,674.9,14800,"Carpet  Area
                    ",in Ghodbunder Road,Dynamix Parkwoods,2 BHK ,2 Baths,Possession in Jun  2023,2019-05-24
18500000,1200,15416,"Super built-up  Area
                    ",in Lokhandwala Kandivali East,Lokhandwala Whispering Palms Xxclusives,3 BHK ,3 Baths,Ready To Move,2019-05-24
8000000,1210,6612,"Super built-up  Area
                    ",in Sector-8 Ulwe,,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
18000000,1220,14755,"Super built-up  Area
                    ",in Andheri (East),,2 BHK ,2 Baths,Ready To Move,2019-05-24
10000000,1400,7129,"Super built-up  Area
                    ",in Khanda Colony,,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
12500000,1188,10522,"Super built-up  Area
                    ",in Sector 10 Kharghar,Shree Balaji Om Harmony,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
11200000,1017,11013,"Super built-up  Area
                    ",in Dahisar (East),Lodha Aqua,2 BHK ,2 Baths,Ready To Move,2019-05-24
20099999,889.1,22600,"Carpet  Area
                    ",in Goregaon (West),Sunteck City Avenue 2,2 BHK ,2 Baths,Possession in Apr  2021,2019-05-24
20200000,896,22600,"Carpet  Area
                    ",in Goregaon (West),Sunteck City Avenue 2,3 BHK ,3 Baths,Possession in Apr  2021,2019-05-24
13799999,627,22000,"Carpet  Area
                    ",in Chembur (East),Alta Vista,2 BHK ,2 Baths,Possession in Dec  2019,2019-05-24
14600000,850,17177,"Super built-up  Area
                    ",in Tilak Nagar,Om Chembur Jeevan Deep Chs,2 BHK ,2 Baths,Ready To Move,2019-05-24
37200000,2480,15000,"Super built-up  Area
                    ",in Hiranandani Estate,Hiranandani Rodas Enclave,4 BHK ,"4 Baths, 2 Balconies",Ready To Move,2019-05-24
1653000,154.25,10714,"Carpet  Area
                    ",in Karanjade,Apex Shilp, 1 RK ,1 Bath,New Launch,2019-05-24
37300000,1621.9,22969,"Carpet  Area
                    ",in Goregaon (East),Lodha Fiorenza,3 BHK ,3 Baths,Ready To Move,2019-05-24
45000000,1800,25000,"Carpet  Area
                    ",in Mulund (West),Transcon Tirumala Habitats,4 BHK ,4 Baths,Ready To Move,2019-05-24
48099999,1603,30000,"Carpet  Area
                    ",in Andheri (East),Satellite Glory,4 BHK ,5 Baths,Ready To Move,2019-05-24
6000000,312,19230,"Carpet  Area
                    ",in Bhandup (West),Gharkul Height,1 BHK ,1 Bath,Possession in Dec  2021,2019-05-24
14500000,981,14780,"Carpet  Area
                    ",in Brahmand,Raunak Glory,3 BHK ,"3 Baths, 2 Balconies",Ready To Move,2019-05-24
22700000,960,23645,"Carpet  Area
                    ",in Kandivali (East),Shapoorji Sarova,3 BHK ,3 Baths,New Launch,2019-05-24
11900000,1027,11588,"Super built-up  Area
                    ",in Dahisar (East),Lodha Aqua,2 BHK ,2 Baths,Ready To Move,2019-05-24
8200000,882,9297,"Super built-up  Area
                    ",in Kolshet Road,Lodha Amara,2 BHK ,2 Baths,Ready To Move,2019-05-24
7500000,417,17986,"Carpet  Area
                    ",in Malad (West),Dharti Pressidio,1 BHK ,1 Bath,Possession in Dec  2020,2019-05-24
7779000,828,9395,"Carpet  Area
                    ",in New Panvel,Marathon Nexzone,2 BHK ,2 Baths,Possession in Aug  2019,2019-05-24
33300000,1188.87,28000,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,3 BHK ,3 Baths,Possession in Oct  2019,2019-05-24
19300000,689.21,28000,"Carpet  Area
                    ",in Andheri (East),Mahindra Vivante,2 BHK ,2 Baths,Possession in Oct  2019,2019-05-24
9500000,460,20652,"Carpet  Area
                    ",in Asha Nagar,vasant smruti,1 BHK ,2 Baths,Ready To Move,2019-05-24
20000000,1334,15000,"Super built-up  Area
                    ",in Chembur (East),Safal Sai,3 BHK ,3 Baths,Possession in Dec  2022,2019-05-24
13400000,746,18000,"Carpet  Area
                    ",in Borivali (East),Ariana Residency,2 BHK ,,Possession in Dec  2020,2019-05-24
35000000,1855,18868,"Super built-up  Area
                    ",in Hiranandani Estate,,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
11399999,1341,8500,"Super built-up  Area
                    ",in Mira Road East,Ashish Group Samriddhi,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
25299999,1061,23846,"Carpet  Area
                    ",in Chandivali,Shapoorji Pallonji Vicinia,3 BHK ,3 Baths,Possession in Jun  2021,2019-05-24
70000000,1600,43750,"Carpet  Area
                    ",in Mahalaxmi,Bellagio,4 BHK ,4 Baths,New Launch,2019-05-24
15200000,1041,14601,"Carpet  Area
                    ",in Brahmand,Raunak Glory,3 BHK ,"3 Baths, 3 Balconies",Ready To Move,2019-05-24
7063000,448.85,15736,"Carpet  Area
                    ",in Sector 19 Ulwe,VR Sanskruti,2 BHK ,,Possession in Dec  2021,2019-05-24
16000000,1635,9785,"Super built-up  Area
                    ",in Kharghar,Om Rudra,3 BHK ,"3 Baths, 3+ Balconies",Ready To Move,2019-05-24
8800000,1050,8381,"Super built-up  Area
                    ",in Sector 18 Kamothe,,2 BHK ,"2 Baths, 3+ Balconies",Ready To Move,2019-05-24
14900000,710,20998,"Carpet  Area
                    ",in Malad (East),F Residences,2 BHK ,2 Baths,Possession in Jul  2021,2019-05-24
8606000,595.48,14452,"Carpet  Area
                    ",in Sector-9 Ulwe,Tapovan Aura,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
11000000,424,25943,"Carpet  Area
                    ",in Vikhroli (West),Blumen,1 BHK ,2 Baths,Possession in Dec  2022,2019-05-24
7000000,1130,6195,"Super built-up  Area
                    ",in Khadakpada,Tharwani Riverdale,2 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
10700000,687,15527,"Carpet  Area
                    ",in Goregaon (East),JE and VEE Om Trimurti,2 BHK ,,Possession in Dec  2022,2019-05-24
16000000,664,24096,"Carpet  Area
                    ",in Mulund (West),Atmosphere,2 BHK ,2 Baths,Possession in Oct  2019,2019-05-24
10000000,650,15385,"Built-up  Area
                    ",in Bhandup (West),,1 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
9145000,590,15500,"Carpet  Area
                    ",in Vartak Nagar,Puraniks Stella Grand Central,2 BHK ,2 Baths,Possession in Dec  2025,2019-05-24
28000000,1780,15731,"Super built-up  Area
                    ",in Powai,Evershine Sapphire,3 BHK ,"3 Baths, 1 Balcony",Ready To Move,2019-05-24
8580000,650,13200,"Carpet  Area
                    ",in Kharghar,Adhiraj Capital City,2 BHK ,2 Baths,Possession in Dec  2021,2019-05-24
61400000,1376,44622,"Super built-up  Area
                    ",in Worli,Lodha The Park,3 BHK ,"4 Baths, 3 Balconies",Ready To Move,2019-05-24
4200000,1014,4143,"Super built-up  Area
                    ",in Bhiwandi,Sai Atlanta Eden World,2 BHK ,"2 Baths, 3 Balconies",Ready To Move,2019-05-24
33600000,1550,21677,"Built-up  Area
                    ",in Powai,L and T Emerald Isle,3 BHK ,"2 Baths, 1 Balcony",Ready To Move,2019-05-24
9500000,1150,8261,"Super built-up  Area
                    ",in Kharghar,Simran Sapphire,2 BHK ,"2 Baths, 2 Balconies",Ready To Move,2019-05-24
