restaurant,items,price,date
McDonald's (Thakur Cinema Cascade),McSaver Veg Maharaja Mac Meal,253.0,2019-05-05
McDonald's (Unity Heights),McSaver Filet-O-Fish Meal,208.0,2019-05-05
McDonald's (Unity Heights),McSaver Salsa Chicken Meal,208.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Salsa Chicken Meal,208.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
McDonald's (Kalina),McSaver Chicken Kebab Meal,159.0,2019-05-05
McDonald's (Kalina),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Big Spicy Paneer Wrap Meal,253.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver McSpicy Chicken Meal,235.0,2019-05-05
Domino's Pizza,Fresh Veggie,305.0,2019-05-05
Domino's Pizza,Margherita,195.0,2019-05-05
McDonald's (Fun Republic),McSaver Filet-O-Fish Meal,208.0,2019-05-05
McDonald's (Fun Republic),McSaver Salsa Chicken Meal,208.0,2019-05-05
Domino's Pizza,Capsicum,69.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
McDonald's (Borivali),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
McDonald's (Borivali),McSaver Salsa Bean Meal,202.0,2019-05-05
Domino's Pizza,Chicken Dominator,555.0,2019-05-05
Domino's Pizza,Pepper Barbecue & Onion,385.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,Capsicum,69.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,305.0,2019-05-05
Domino's Pizza,Capsicum,69.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Crinkle Fries,59.0,2019-05-05
Domino's Pizza,Brownie Fantasy,59.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
KFC - Vashi,Triple Treat,642.0,2019-05-05
KFC - Vashi,8 Pc Hot & Crispy*,619.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Big Spicy Paneer Wrap Meal,253.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver McSpicy Chicken Meal,235.0,2019-05-05
McDonald's (Unity Heights),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
McDonald's (Unity Heights),McSaver Salsa Bean Meal,202.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Salsa Bean Meal,202.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Salad Wrap Meal,192.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,Bailley Water (500ml),20.0,2019-05-05
McDonald's (Kalina),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
McDonald's (Kalina),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver McSpicy Paneer Meal,230.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Filet-O-Fish Meal,208.0,2019-05-05
Domino's Pizza,Non Veg Supreme,555.0,2019-05-05
Domino's Pizza,Chicken Pepperoni,555.0,2019-05-05
McDonald's (Fun Republic),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
McDonald's (Fun Republic),McSaver Salsa Bean Meal,202.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
McDonald's (Borivali),McSaver Salad Wrap Meal,192.0,2019-05-05
McDonald's (Borivali),McSaver McChicken Meal,193.0,2019-05-05
Domino's Pizza,Chicken Golden Delight,450.0,2019-05-05
Domino's Pizza,Chicken Fiesta,450.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Classic Combo - Veg,199.0,2019-05-05
Domino's Pizza,Classic Combo - Non-veg,199.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
KFC - Vashi,Chick & Share,380.0,2019-05-05
KFC - Vashi,Friendship Bucket,619.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver McSpicy Paneer Meal,230.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Filet-O-Fish Meal,208.0,2019-05-05
McDonald's (Unity Heights),McSaver Salad Wrap Meal,192.0,2019-05-05
McDonald's (Unity Heights),McSaver McChicken Meal,193.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver McChicken Meal,193.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
McDonald's (Kalina),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
McDonald's (Kalina),McSaver McAloo Tikki Meal,118.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Salsa Chicken Meal,208.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
Domino's Pizza,Chicken Dominator,555.0,2019-05-05
Domino's Pizza,Pepper Barbecue & Onion,385.0,2019-05-05
McDonald's (Fun Republic),McSaver Salad Wrap Meal,192.0,2019-05-05
McDonald's (Fun Republic),McSaver McChicken Meal,193.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
McDonald's (Borivali),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
McDonald's (Borivali),McSaver McVeggie Meal,180.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,305.0,2019-05-05
Domino's Pizza,Chicken Sausage,305.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,Meal for 1 - Veg,269.0,2019-05-05
Domino's Pizza,Meal for 1 - Non-veg,269.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
KFC - Vashi,,284.0,2019-05-05
KFC - Vashi,Ultimate Savings Bucket,570.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Salsa Chicken Meal,208.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver American Cheese Supreme - Chicken Meal,208.0,2019-05-05
McDonald's (Unity Heights),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
McDonald's (Unity Heights),McSaver McVeggie Meal,180.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver McVeggie Meal,180.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
McDonald's (Kalina),Veg Maharaja Mac,316.0,2019-05-05
McDonald's (Kalina),Big Spicy Paneer Wrap,316.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Salsa Bean Meal,202.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Salad Wrap Meal,192.0,2019-05-05
Domino's Pizza,Chicken Golden Delight,450.0,2019-05-05
Domino's Pizza,Chicken Fiesta,450.0,2019-05-05
McDonald's (Fun Republic),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
McDonald's (Fun Republic),McSaver McVeggie Meal,180.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
McDonald's (Borivali),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
McDonald's (Borivali),McSaver Chicken Kebab Meal,159.0,2019-05-05
Domino's Pizza,Capsicum,69.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
Domino's Pizza,Meal for 2 - Veg - Farmhouse,449.0,2019-05-05
Domino's Pizza,Meal for 2 - Veg - Peppy Paneer,449.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Salsa Bean Meal,202.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Salad Wrap Meal,192.0,2019-05-05
McDonald's (Unity Heights),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
McDonald's (Unity Heights),McSaver Chicken Kebab Meal,159.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Chicken Kebab Meal,159.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
McDonald's (Kalina),McSpicy Paneer with Whole Wheat Bun,155.0,2019-05-05
McDonald's (Kalina),McSpicy Paneer,283.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver McChicken Meal,193.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,305.0,2019-05-05
Domino's Pizza,Chicken Sausage,305.0,2019-05-05
McDonald's (Fun Republic),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
McDonald's (Fun Republic),McSaver Chicken Kebab Meal,159.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
McDonald's (Borivali),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
McDonald's (Borivali),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
Domino's Pizza,Cheesy Dip,25.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
Domino's Pizza,Meal for 2 - Non-veg,449.0,2019-05-05
Domino's Pizza,Pizza Feast - Veg,849.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver McChicken Meal,193.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver American Cheese Supreme - Veg Meal,193.0,2019-05-05
McDonald's (Unity Heights),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
McDonald's (Unity Heights),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
McDonald's (Kalina),American Cheese Supreme - Veg with Whole Wheat Bun,118.0,2019-05-05
McDonald's (Kalina),Salad Wrap,255.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver McVeggie Meal,180.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
Domino's Pizza,Capsicum,69.0,2019-05-05
Domino's Pizza,Onion,59.0,2019-05-05
McDonald's (Fun Republic),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
McDonald's (Fun Republic),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
McDonald's (Borivali),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
McDonald's (Borivali),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
Domino's Pizza,Cheesy Dip,25.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Veg,99.0,2019-05-05
Domino's Pizza,Burger Pizza - Premium Veg,129.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver McVeggie Meal,180.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Chicken Kebab Wrap Meal,149.0,2019-05-05
McDonald's (Unity Heights),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
McDonald's (Unity Heights),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
McDonald's (Kalyan Shelar),McSaver McAloo Tikki Meal,118.0,2019-05-05
Domino's Pizza,White Pasta Italiano Non-Veg,145.0,2019-05-05
Domino's Pizza,Garlic Breadsticks,95.0,2019-05-05
McDonald's (Kalina),Big Spicy Chicken Wrap,325.0,2019-05-05
McDonald's (Kalina),New Chicken Maharaja Mac,325.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Chicken Kebab Meal,159.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
Domino's Pizza,Golden Corn,75.0,2019-05-05
Domino's Pizza,Chicken Sausage,89.0,2019-05-05
McDonald's (Fun Republic),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
McDonald's (Fun Republic),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
McDonald's (Borivali),McSaver McAloo Tikki Meal,118.0,2019-05-05
McDonald's (Borivali),Big Spicy Chicken Wrap,325.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Veg,99.0,2019-05-05
Domino's Pizza,Burger Pizza - Premium Veg,129.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Cheesy Dip,25.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Veg,99.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,African Peri Peri Chicken,450.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Non Veg,139.0,2019-05-05
Domino's Pizza,Choco Lava Cake,99.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,7 Up,60.0,2019-05-05
Domino's Pizza,Cheesy Dip,25.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Veg,99.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Cheesy Dip,25.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Veg,99.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Chicken Kebab Meal,159.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Chatpata Naan - Kebab Meal,146.0,2019-05-05
McDonald's (Unity Heights),McSaver McAloo Tikki Meal,118.0,2019-05-05
McDonald's (Unity Heights),Big Spicy Chicken Wrap,325.0,2019-05-05
McDonald's (Kalyan Shelar),,325.0,2019-05-05
McDonald's (Kalyan Shelar),,325.0,2019-05-05
Domino's Pizza,Chicken Parcel,39.0,2019-05-05
Domino's Pizza,Veg Parcel,35.0,2019-05-05
McDonald's (Kalina),McSpicy Chicken,288.0,2019-05-05
McDonald's (Kalina),American Cheese Supreme - Chicken Whole Wheat Bun,133.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
Domino's Pizza,Pepper Barbecue Chicken,99.0,2019-05-05
Domino's Pizza,Cheesy,95.0,2019-05-05
McDonald's (Fun Republic),McSaver McAloo Tikki Meal,118.0,2019-05-05
McDonald's (Fun Republic),,325.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
McDonald's (Borivali),,325.0,2019-05-05
McDonald's (Borivali),,316.0,2019-05-05
Domino's Pizza,Aussie Barbecue Veg,450.0,2019-05-05
Domino's Pizza,Jamaican Jerk Veg,385.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Non Veg,139.0,2019-05-05
Domino's Pizza,Choco Lava Cake,99.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Burger Pizza - Premium Veg,129.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Non Veg,139.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Aussie Barbecue Chicken,555.0,2019-05-05
Domino's Pizza,Jamaican Jerk Chicken,555.0,2019-05-05
Domino's Pizza,Butterscotch Mousse Cake,90.0,2019-05-05
Domino's Pizza,Roasted Chicken Wings Peri-Peri,109.0,2019-05-05
Domino's Pizza,Mirinda,60.0,2019-05-05
Domino's Pizza,LIPTON ICE TEA,50.0,2019-05-05
Domino's Pizza,Burger Pizza - Premium Veg,129.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Non Veg,139.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Burger Pizza - Premium Veg,129.0,2019-05-05
Domino's Pizza,Burger Pizza - Classic Non Veg,139.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Mexican Aloo wrap Meal,139.0,2019-05-05
McDonald's (Thakur Cinema Cascade),McSaver Chatpata Naan - Aloo Meal,132.0,2019-05-05
McDonald's (Unity Heights),New Chicken Maharaja Mac,325.0,2019-05-05
McDonald's (Unity Heights),,316.0,2019-05-05
McDonald's (Kalyan Shelar),Veg Maharaja Mac,316.0,2019-05-05
McDonald's (Kalyan Shelar),Big Spicy Paneer Wrap,316.0,2019-05-05
Domino's Pizza,Stuffed Garlic Breadsticks,139.0,2019-05-05
Domino's Pizza,Cheesy Jalapeno Dip,25.0,2019-05-05
McDonald's (Kalina),Filet-O-Fish,271.0,2019-05-05
McDonald's (Kalina),American Cheese Supreme - Chicken,123.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver Mexican McAlooTikki Meal,133.0,2019-05-05
McDonald's (Dahisar Link Road),McSaver McAloo Tikki Meal,118.0,2019-05-05
Domino's Pizza,Paneer & Onion,89.0,2019-05-05
Domino's Pizza,African Peri Peri Veg,385.0,2019-05-05
McDonald's (Fun Republic),,325.0,2019-05-05
McDonald's (Fun Republic),Veg Maharaja Mac,316.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
McDonald's (Borivali),Big Spicy Paneer Wrap,316.0,2019-05-05
McDonald's (Borivali),McSpicy Chicken with Whole Wheat Bun,160.0,2019-05-05
Domino's Pizza,Indi Tandoori Paneer,450.0,2019-05-05
Domino's Pizza,English Cheddar And Veggies,385.0,2019-05-05
Domino's Pizza,Butterscotch Mousse Cake,90.0,2019-05-05
Domino's Pizza,Roasted Chicken Wings Peri-Peri,109.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Choco Lava Cake,99.0,2019-05-05
Domino's Pizza,Butterscotch Mousse Cake,90.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
Domino's Pizza,Indi Chicken Tikka,555.0,2019-05-05
Domino's Pizza,English Cheddar And Chicken Sausage,450.0,2019-05-05
Domino's Pizza,Roasted Chicken Wings - Classic Hot Sauce,109.0,2019-05-05
Domino's Pizza,Chicken Meatballs Peri-Peri,99.0,2019-05-05
Domino's Pizza,Pepsi Black Can,60.0,2019-05-05
Domino's Pizza,White Pasta Italiano Veg,135.0,2019-05-05
Domino's Pizza,Choco Lava Cake,99.0,2019-05-05
Domino's Pizza,Butterscotch Mousse Cake,90.0,2019-05-05
Domino's Pizza,Pepsi,60.0,2019-05-05
Domino's Pizza,Bailley Premium Water (500ml),20.0,2019-05-05
